,주소,위도,경도,확인
9478,충청남도 보령시 주공로 65 (명천동),36.34267741,126.6080674,ok
9479,충청남도 보령시 주공로 65 명천주공5차 관리사무소동 키즈어린이집 (명천동),36.34267741,126.6080674,ok
9480,"충청남도 보령시 주공로 65 312동 105호(명천동, 주공4차아파트)",36.34267741,126.6080674,ok
9481,"전북특별자치도 익산시 무왕로19길 11 (어양동, 주공6차아파트)",35.95928035,126.9842485,ok
9482,"전북특별자치도 익산시 무왕로19길 11 608동 104호(어양동, 주공6단지아파트)",35.95928035,126.9842485,ok
9483,"전북특별자치도 익산시 무왕로19길 11 609동 101호(어양동, 주공6단지아파트)",35.95928035,126.9842485,ok
9484,"경기도 군포시 송부로273번길 27 303동 101호(부곡동, 휴먼시아3단지아파트)",37.32470868,126.9404855,ok
9485,"경기도 군포시 송부로273번길 27 310동 103호(부곡동, 휴먼시아3단지아파트)",37.32470868,126.9404855,ok
9486,경기도 군포시 송부로273번길 27 휴먼시아3단지 관리동(부곡동),37.32470868,126.9404855,ok
9487,"경기도 김포시 사우중로73번길 39 216동 102호(북변동, 풍년마을동남2단지아파트)",37.62286645,126.7200406,ok
9488,"경기도 김포시 사우중로73번길 39 219동 104호(북변동, 풍년마을동남2단지아파트)",37.62286645,126.7200406,ok
9489,"경기도 김포시 사우중로73번길 39 219동 101호(북변동, 풍년마을동남2단지아파트)",37.62286645,126.7200406,ok
9490,"인천광역시 미추홀구 아암대로29번길 13 104동 102호(용현동, 대우아파트)",37.45852662,126.6375506,ok
9491,인천광역시 미추홀구 아암대로29번길 13 관리동 1층(용현대우푸르지오),37.45852662,126.6375506,ok
9492,"인천광역시 미추홀구 아암대로29번길 13 106동 101호(용현동, 용현대우아파트)",37.45852662,126.6375506,ok
9493,"대전광역시 서구 신갈마로 102 201동 106호 (갈마동, 갈마아파트)",36.34313634,127.3695712,ok
9494,"대전광역시 서구 신갈마로 102 307동 105호 (갈마동, 갈마아파트)",36.34313634,127.3695712,ok
9495,"대전광역시 서구 신갈마로 102 302동 102호 (갈마동, 갈마아파트)",36.34313634,127.3695712,ok
9496,경기도 남양주시 다산중앙로81번길 10 다산한내들어린이집(유승한내들),37.62210283,127.1533199,ok
9497,경기도 남양주시 다산중앙로81번길 10 유승한내들 3602-105,37.62210283,127.1533199,ok
9498,경기도 남양주시 다산중앙로81번길 10 유승한내들 3603동 104호,37.62210283,127.1533199,ok
9499,"대전광역시 동구 성남로 15 104-104 (성남동,스마트뷰)",36.34369663,127.4335527,ok
9500,"대전광역시 동구 성남로 15 109-105 (성남동,스마트뷰)",36.342027,127.4323655,ok
9501,"대전광역시 동구 성남로 15 105-104 (성남동,스마트뷰)",36.34302165,127.4339249,ok
9502,"부산광역시 해운대구 청사포로 27 103동 104호(좌동, 경남선경)",35.16652209,129.1864228,ok
9503,"부산광역시 해운대구 청사포로 27 관리동 1층(좌동, 경남선경아파트)",35.16652209,129.1864228,ok
9504,부산광역시 해운대구 좌동순환로99번길 22 경남아너스빌 관리동 내,35.17735322,129.1668831,ok
9505,부산광역시 해운대구 세실로 7 (좌동),35.16539589,129.1797176,ok
9506,부산광역시 해운대구 세실로 7 상록아파트 단지내 (좌동),35.16539589,129.1797176,ok
9507,"부산광역시 해운대구 세실로 7 104동 104호(좌동, 상록아파트)",35.16539589,129.1797176,ok
9508,"경기도 고양시 덕양구 화신로 105 2302동 103호(행신동, 햇빛마을23단지아파트)",37.62269983,126.8384466,ok
9509,"경기도 고양시 덕양구 화신로 105 2315동 102호(행신동, 햇빛마을23단지아파트)",37.62269983,126.8384466,ok
9510,"경기도 고양시 덕양구 화신로 105 2309동 101호(행신동, 햇빛마을23단지아파트)",37.62269983,126.8384466,ok
9511,"경상남도 진주시 새평거로 30 105동 103호 (평거동, 엠코타운 더 프라하)",35.16560792,128.0498649,ok
9512,"경상남도 진주시 새평거로 30 108동 101호 (평거동, 엠코타운 더 프라하)",35.16560792,128.0498649,ok
9513,"경상남도 진주시 새평거로 30 104동 관리동 (평거동, 엠코타운 더 프라하)",35.16560792,128.0498649,ok
9514,"광주광역시 서구 상무버들로40번길 14 107동 101호(유촌동, 버들주공1단지아파트)",35.16509782,126.8613632,ok
9515,광주광역시 서구 상무버들로40번길 14 버들마을주공 1단지 관리동 (유촌동),35.16509782,126.8613632,ok
9516,"광주광역시 서구 상무버들로40번길 14 103동 103호(유촌동, 버들주공1단지아파트)",35.16509782,126.8613632,ok
9517,"경기도 고양시 덕양구 화신로 105 2306동 104호(행신동, 햇빛마을주공23단지아파트)",37.62269983,126.8384466,ok
9518,"경기도 고양시 덕양구 화신로 105 2307동 104호(행신동, 햇빛마을23단지아파트)",37.62269983,126.8384466,ok
9519,"경기도 고양시 덕양구 화신로 105 2317동 102호(행신동, 햇빛마을주공23단지아파트)",37.62269983,126.8384466,ok
9520,경기도 광명시 소하로 9 휴먼시아 511동 관리동 (소하동),37.45248987,126.886358,ok
9521,"경기도 광명시 소하로 9 504동 104호(소하동, 소하휴먼시아5단지아파트)",37.45248987,126.886358,ok
9522,"경기도 광명시 소하로 9 512동 105호(소하동, 소하휴먼시아5단지아파트)",37.45248987,126.886358,ok
9523,"대전광역시 서구 둔산남로 30 102동 103호 (둔산동, 녹원아파트)",36.34842309,127.3813866,ok
9524,"대전광역시 서구 둔산남로 30 104동 107호 (둔산동, 녹원아파트)",36.34842309,127.3813866,ok
9525,"대전광역시 서구 둔산남로 30 101동 104호 (둔산동, 녹원아파트)",36.34842309,127.3813866,ok
9526,"경상남도 양산시 대운로 336 209동 104호(삼호동, 대동이미지타운2차아파트)",35.41534154,129.1795662,ok
9527,경상남도 양산시 물금읍 물금로 75 204동 102호(이지더원2차),35.31299194,128.9896498,ok
9528,"경상남도 양산시 대운로 336 202동 103호(삼호동, 대동이미지타운2차아파트)",35.41534154,129.1795662,ok
9529,"경기도 고양시 일산동구 백석로 26 301동 101호(백석동, 흰돌마을한진국제3단지아파트)",37.64380019,126.7829755,ok
9530,"경기도 고양시 일산동구 백석로 26 (백석동,흰돌마을3단지 내)",37.64380019,126.7829755,ok
9531,"경기도 고양시 일산동구 백석로 24 303동 103호(백석동, 흰돌마을한진국제3단지아파트)",37.64354824,126.7824201,ok
9532,경기도 화성시 봉담읍 삼천병마로 1321-10 동남메리트아파트 수정마을 104-102,37.22327706,126.9486561,ok
9533,경기도 화성시 삼천병마로 1321-10 관리동,37.22327706,126.9486561,ok
9534,경기도 화성시 봉담읍 삼천병마로 1321-10 동남메리트아파트 108-103 ,37.22327706,126.9486561,ok
9535,"경기도 고양시 덕양구 화중로 164 561동 101호(화정동, 은빛마을5단지아파트)",37.64169421,126.8342239,ok
9536,"경기도 고양시 덕양구 화중로 164 565동 101호 (화정동, 은빛마을5단지)",37.64169421,126.8342239,ok
9537,"경기도 고양시 덕양구 화중로 164 526동 101호(화정동, 은빛마을삼익건설5단지아파트)",37.64169421,126.8342239,ok
9538,"경기도 고양시 덕양구 은빛로 12 602동 103호(화정동, 은빛마을부영6단지아파트)",37.63811032,126.8290769,ok
9539,"경기도 고양시 덕양구 화수로 48 554동 102호(화정동, 은빛마을신성5단지아파트)",37.6439426,126.8351147,ok
9540,"경기도 고양시 덕양구 화정로 27 603동 102호(화정동, 은빛마을부영6단지아파트)",37.63546838,126.8285926,ok
9541,경상북도 경산시 하양읍 대학로295길 26 107동 103호 (롯데낙천대아파트),35.90985561,128.821307,ok
9542,경상북도 경산시 하양읍 대학로298길 20-7 ,35.91150744,128.8257604,ok
9543,"경상북도 경산시 하양읍 대학로295길 26 106동 101호(금락리, 하양2차롯데낙천대)",35.90985561,128.821307,ok
9544,"경기도 광명시 소하로 161 611동 101호(소하동, 소하휴먼시아6단지아파트)",37.44714494,126.8887012,ok
9545,경기도 광명시 소하로 161 604동1층 (휴먼시아아파트) (소하1동),37.44714494,126.8887012,ok
9546,"경기도 광명시 소하로 161 614동 105호(소하동, 소하휴먼시아6단지아파트)",37.44714494,126.8887012,ok
9547,"경기도 시흥시 은행로216번길 13 101동 103호(대야동, 벽산아파트)",37.44787016,126.7925983,ok
9548,"경기도 시흥시 은행로216번길 13 103동 102호(대야동, 벽산아파트)",37.44787016,126.7925983,ok
9549,"경기도 시흥시 은행로 233 101동 101호(대야동, 늘푸른벽산)",37.44595975,126.7945108,ok
9550,"경기도 시흥시 중심상가로 345 913동 104호(정왕동, 유천)",37.33592142,126.7502806,ok
9551,"경기도 시흥시 중심상가로 345 906동 101호(정왕동, 유천)",37.33592142,126.7502806,ok
9552,경기도 시흥시 중심상가로 349 관리동 2층,37.33561322,126.7510701,ok
9553,경기도 화성시 동탄원천로 382-37 119동 102호,37.22047186,127.0554695,ok
9554,"경기도 화성시 동탄원천로 382-37 105동 101호(반월동, SK VIEW PARK아파트)",37.22047186,127.0554695,ok
9555,경기도 화성시 동탄원천로 382-37 ,37.22047186,127.0554695,ok
9556,경기도 김포시 김포한강2로 11 115-204(장기동 수정마을 쌍용예가),37.64261427,126.6792959,ok
9557,"경기도 김포시 태장로 845 131동 104호(장기동, 한강센트럴자이 1단지)",37.63579294,126.6771456,ok
9558,경기도 김포시 김포한강2로 11 114-203(장기동 수정마을 쌍용예가),37.64261427,126.6792959,ok
9559,"경기도 안산시 단원구 신각길 18 109동 103호(신길동, 휴먼빌1차)",37.33662738,126.7720152,ok
9560,"경기도 안산시 단원구 신각길 18 104동 104호(신길동, 휴먼빌1차)",37.33662738,126.7720152,ok
9561,"경기도 안산시 단원구 신각길 18 104동 101호(신길동, 휴먼빌1차)",37.33662738,126.7720152,ok
9562,"경기도 김포시 김포한강2로 178 204동 101호(장기동, 고창마을이지더원아파트)",37.64406606,126.6658059,ok
9563,"경기도 김포시 김포한강2로 178 201동 101호(장기동, 고창마을이지더원아파트)",37.64406606,126.6658059,ok
9564,"경기도 김포시 김포한강2로 178 205동 101호(장기본동, 고창마을이지더원아파트)",37.64406606,126.6658059,ok
9565,경기도 광명시 소하로 189 2단지 1층 (신촌휴먼시아아파트)(소하1동),37.44843981,126.8940185,ok
9566,"경기도 광명시 소하로 189 207동 104호(소하동, 신촌휴먼시아아파트)",37.44843981,126.8940185,ok
9567,"경기도 광명시 소하로 189 208동 105호(소하동, 신촌휴먼시아아파트)",37.44843981,126.8940185,ok
9568,"강원도 원주시 만대로 89 202동 103호(무실동, 무실이편한세상아파트)",37.33727972,127.9179455,ok
9569,"강원도 원주시 만대로 89 201동 101호(무실동, 무실이편한세상아파트)",37.33727972,127.9179455,ok
9570,"강원도 원주시 만대로 89 208동 102호(무실동, 무실이편한세상아파트)",37.33727972,127.9179455,ok
9571,경상남도 창원시 마산합포구 현동4길 20 중흥S클래스아파트 103-101,35.15279005,128.5498211,ok
9572,경상남도 창원시 마산합포구 현동4길 20 중흥S클래스A 103-102,35.15279005,128.5498211,ok
9573,경상남도 창원시 마산합포구 현동4길 20 중흥S클래스A. 102-102,35.15279005,128.5498211,ok
9574,대전광역시 유성구 신성로61번길 34 (신성동),36.39061904,127.3481876,ok
9575,"대전광역시 유성구 봉명로 93 605동 102호(봉명동, 도안휴먼시아6단지아파트)",36.34796038,127.3421381,ok
9576,"대전광역시 유성구 봉명로 93 605동 103호(봉명동, 도안휴먼시아6단지아파트)",36.34796038,127.3421381,ok
9577,"대전광역시 유성구 봉명로 93 608동 101호(봉명동, 도안6단지 센트럴시티)",36.34796038,127.3421381,ok
9578,"대전광역시 유성구 봉명로 93 608동 102호(봉명동, 도안휴먼시아6단지아파트)",36.34796038,127.3421381,ok
9579,"대전광역시 유성구 봉명로 93 608동 104호(봉명동, 도안6단지 센트럴시티)",36.34796038,127.3421381,ok
9580,"강원도 원주시 개운로 30 101동 104호(개운동, 휴먼시아원주개운1단지아파트)",37.338608,127.9541535,ok
9581,강원도 원주시 개운로 30 ,37.338608,127.9541535,ok
9582,"강원도 원주시 개운로 20 (개운동,원주개운휴먼시아2단지)",37.3385788,127.9533281,ok
9583,"부산광역시 강서구 과학산단2로20번길 91 105동 103호 (지사동, 삼정그린코아)",35.15183605,128.8395862,ok
9584,부산광역시 강서구 과학산단2로20번길 91 103동 103호(지사삼정그린코아),35.15183605,128.8395862,ok
9585,"부산광역시 강서구 과학산단2로20번길 91 (지사동, 삼정그린코아)",35.15183605,128.8395862,ok
9586,"인천광역시 미추홀구 소성로 120 108동 104호(학익동, 동아풍림)",37.44170089,126.6621802,ok
9587,인천광역시 미추홀구 소성로 120 동아풍림@114/101,37.44170089,126.6621802,ok
9588,"인천광역시 미추홀구 소성로 120 112동 102호(학익동, 동아풍림아파트)",37.44170089,126.6621802,ok
9589,"경기도 남양주시 의안로 155 1801동 101호(평내동, 평내마을신명스카이뷰18단지아파트)",37.64427021,127.2402334,ok
9590,"경기도 남양주시 의안로 155 1802동 101호(평내동, 평내마을신명스카이뷰18단지아파트)",37.64427021,127.2402334,ok
9591,"경기도 남양주시 의안로 155 1805동 102호(평내동, 평내마을신명스카이뷰18단지아파트)",37.64427021,127.2402334,ok
9592,"경기도 김포시 김포한강2로 192 302동 103호(장기동, 고창마을자연앤어울림)",37.64414375,126.6639438,ok
9593,"경기도 김포시 김포한강2로 192 308동 103호(장기동, 고창마을자연앤어울림)",37.64414375,126.6639438,ok
9594,"경기도 김포시 김포한강2로 192 관리동(장기동,고창마을자연앤어울림아파트)",37.64414375,126.6639438,ok
9595,"경기도 성남시 분당구 무지개로 144 503동 101호(구미동, 무지개마을청구아파트)",37.33952019,127.1184634,ok
9596,"경기도 성남시 분당구 무지개로 144 513동 101호(구미동, 무지개마을청구아파트)",37.33952019,127.1184634,ok
9597,"경기도 성남시 분당구 무지개로 144 502동 102호(구미동, 무지개마을청구5단지아파트)",37.33952019,127.1184634,ok
9598,"대구광역시 북구 동변로 24 212동 102호(동변동, U대회선수촌2단지)",35.91623317,128.6025423,ok
9599,"대구광역시 북구 동변로 24 210동 104호(동변동, U대회선수촌2단지)",35.91623317,128.6025423,ok
9600,"대구광역시 북구 동변로 24 218동(동변동, 유니버시아드선수촌)",35.91623317,128.6025423,ok
9601,대구광역시 북구 서변로 26 월드메르디앙아파트단지내 (서변동),35.91880585,128.5972329,ok
9602,"대구광역시 북구 서변로 26 701동 103호(서변동, 동서변월드메르디앙)",35.91880585,128.5972329,ok
9603,"대구광역시 북구 서변로 26 704동 101호(서변동, 동서변월드메르디앙)",35.91880585,128.5972329,ok
9604,경기도 고양시 덕양구 백양로 64 ,37.63140093,126.8343647,ok
9605,"경기도 고양시 덕양구 백양로 84 1202동 106호(화정동, 옥빛마을신덕12단지아파트)",37.63325804,126.8346816,ok
9606,"경기도 고양시 덕양구 백양로 60 1303동 102호(화정동, 옥빛마을일신건영13단지아파트)",37.63091087,126.8338364,ok
9607,"경기도 안산시 단원구 선부광장남로 113 관리소 2층 꿈나무어린이집(선부동, 주공12단지아파트)",37.33128726,126.8143999,ok
9608,"경기도 안산시 단원구 선부광장남로 113 1207동 112호(선부동, 군자주공12단지아파트)",37.33128726,126.8143999,ok
9609,"경기도 안산시 단원구 선부광장남로 113 1201동 107호(선부동, 군자주공12단지아파트)",37.33128726,126.8143999,ok
9610,"경기도 용인시 수지구 대지로 139 관리동 1층(죽전동, 동부아파트)",37.33082072,127.1257269,ok
9611,"경기도 용인시 수지구 대지로 137 103동 104호(죽전동, 용인죽전동부아파트)",37.32995067,127.1241192,ok
9612,"경기도 용인시 수지구 대지로 137 107동 104호(죽전동, 용인죽전동부아파트)",37.32995067,127.1241192,ok
9613,"광주광역시 광산구 소촌로152번길 11 301동 105호(소촌동, 스위트밸리3차아파트)",35.15914231,126.7934387,ok
9614,"광주광역시 광산구 소촌로152번길 11 304동 101호(소촌동, 스위트밸리3차아파트)",35.15914231,126.7934387,ok
9615,"광주광역시 광산구 소촌로152번길 11 302동 106호(소촌동, 스위트밸리3차아파트)",35.15914231,126.7934387,ok
9616,"강원도 삼척시 교동로 113 307동 109호(교동, 교동코아루아파트)",37.45128405,129.1737567,ok
9617,"강원도 삼척시 교동로 113 304동 104호(교동, 교동코아루아파트)",37.45128405,129.1737567,ok
9618,"강원도 삼척시 교동로 133 301동 104호(교동, 교동코아루아파트)",37.45053473,129.1761153,ok
9619,"전북특별자치도 남원시 동림로 129 2동 102호(향교동, 향교하이츠아파트)",35.41734102,127.3826851,ok
9620,"전북특별자치도 남원시 동림로 129 1동 104호(향교동, 중앙하이츠)",35.41734102,127.3826851,ok
9621,"전북특별자치도 남원시 동림로 129 2동 104호(향교동, 중앙하이츠)",35.41734102,127.3826851,ok
9622,"울산광역시 울주군 온양읍 솔밭1길 12 106동 103호 (대안리, 울산온양대우아파트)",35.40710743,129.286752,ok
9623,"울산광역시 울주군 온양읍 솔밭1길 12 106동 104호 (대안리, 울산온양대우아파트)",35.40710743,129.286752,ok
9624,"울산광역시 울주군 온양읍 솔밭1길 12 110동 104호(, 울산온양대우)",35.40710743,129.286752,ok
9625,"전북특별자치도 남원시 오들1길 20 507동 108호(도통동, 부영5차아파트)",35.41793457,127.3988601,ok
9626,"전북특별자치도 남원시 오들1길 20 506동 101호(도통동, 부영5차아파트)",35.41793457,127.3988601,ok
9627,"전북특별자치도 남원시 오들1길 20 506동 106호(도통동, 부영5차아파트)",35.41793457,127.3988601,ok
9628,"전북특별자치도 남원시 용성로 207 101동 106호(도통동, 부영1차아파트)",35.41686565,127.3948152,ok
9629,"전북특별자치도 남원시 용성로 207 102동 104호(도통동, 부영1차아파트)",35.41686565,127.3948152,ok
9630,"전북특별자치도 남원시 용성로 207 105동 112호(도통동, 부영1차아파트)",35.41686565,127.3948152,ok
9631,"경기도 성남시 중원구 황송로 77 105동 104호(금광동, 래미안금광)",37.45109475,127.173492,ok
9632,"경기도 성남시 중원구 황송로 77 107동 106호(금광동, 래미안금광)",37.45109475,127.173492,ok
9633,"경기도 성남시 중원구 황송로 77 107동 102호(금광동, 래미안금광)",37.45109475,127.173492,ok
9634,경기도 용인시 처인구 백옥대로 1034-1 현대아파트 107동 103호(김량장동 4-2),37.22889839,127.2117032,ok
9635,경기도 용인시 처인구 백옥대로 1034-1 김량장동 현대아파트,37.22889839,127.2117032,ok
9636,경기도 용인시 처인구 백옥대로 1034-1 현대아파트 107동 102호(김량장동 4-2),37.22889839,127.2117032,ok
9637,"광주광역시 서구 치평로 107 111동 101호(치평동, 금호대우아파트)",35.15678959,126.8446821,ok
9638,"광주광역시 서구 치평로 107 112동 101호(치평동, 금호대우아파트)",35.15678959,126.8446821,ok
9639,광주광역시 서구 치평로 107 금호대우아파트 관리동 1층,35.15678959,126.8446821,ok
9640,"경기도 성남시 수정구 태평로 67 3동 118호(태평동, 건우아파트)",37.45005216,127.1338796,ok
9641,"경기도 성남시 수정구 태평로 67 3동 112호(태평동, 건우아파트)",37.45005216,127.1338796,ok
9642,"경기도 성남시 수정구 태평로 67 4동 106호(태평동, 건우아파트)",37.45005216,127.1338796,ok
9643,경상남도 밀양시 미리벌로2길 47 세경웰리스108동105,35.48393542,128.7454689,ok
9644,"경상남도 밀양시 미리벌로2길 47 109동 108호(삼문동, 세경웰러스)",35.48393542,128.7454689,ok
9645,"경상남도 밀양시 미리벌로2길 47 109동 104호(삼문동, 세경웰리스)",35.48393542,128.7454689,ok
9646,"인천광역시 미추홀구 낙섬중로 4 7동 104호(용현동, 대림아파트)",37.44893109,126.6353039,ok
9647,"인천광역시 미추홀구 낙섬중로 4 7동 103호(용현동, 대림아파트)",37.44893109,126.6353039,ok
9648,"인천광역시 미추홀구 낙섬중로 4 2동 101호(용현동, 대림아파트)",37.44893109,126.6353039,ok
9649,"경기도 화성시 동탄지성로 405 115동 105호(기산동, 대우푸르지오)",37.22698545,127.044349,ok
9650,"경기도 화성시 동탄지성로 405 111동 104호(기산동, 대우푸르지오)",37.22698545,127.044349,ok
9651,경기도 화성시 동탄지성로 405 대우푸르지오아파트 관리동,37.22698545,127.044349,ok
9652,"인천광역시 미추홀구 낙섬동로 9 1동 104호(용현동, 금호타운아파트)",37.44780405,126.6367798,ok
9653,"인천광역시 미추홀구 낙섬동로 9 10동 105호(용현동, 금호타운아파트)",37.44780405,126.6367798,ok
9654,"인천광역시 미추홀구 낙섬동로 9 8동 104호(용현동, 금호타운아파트)",37.44780405,126.6367798,ok
9655,"광주광역시 광산구 소촌로152번길 38 109동 102호(소촌동, 라인1차아파트)",35.15720342,126.7952033,ok
9656,"광주광역시 광산구 소촌로152번길 38 119동 103호(소촌동, 라인1차아파트)",35.15720342,126.7952033,ok
9657,"광주광역시 광산구 소촌로152번길 38 111동 101호(소촌동, 라인1차아파트)",35.15720342,126.7952033,ok
9658,"대전광역시 동구 계족로489번길 73 101동 104호(용전동, 한숲아파트)",36.35530729,127.4290738,ok
9659,"대전광역시 동구 계족로489번길 73 102동 104호(용전동, 한숲아파트)",36.35530729,127.4290738,ok
9660,"대전광역시 동구 계족로489번길 73 106동 101호(용전동, 한숲아파트)",36.35530729,127.4290738,ok
9661,"경기도 시흥시 복지로120번길 15-12 15동 105호 (대야동, 영남2차아파트)",37.44979473,126.7943532,ok
9662,"경기도 시흥시 복지로120번길 7 10동 102호(대야동, 영남아파트)",37.44952998,126.7934018,ok
9663,"경기도 시흥시 복지로120번길 15-4 1동 106호(대야동, 영남아파트)",37.44930299,126.7949925,ok
9664,대구광역시 동구 팔공로51길 10 303동103호(이시아폴리스더샵3차),35.92354313,128.6359188,ok
9665,"대구광역시 동구 팔공로51길 10 309동 103호(봉무동, 이시아폴리스 더 샵 3차)",35.92354313,128.6359188,ok
9666,대구광역시 동구 팔공로51길 10 ,35.92354313,128.6359188,ok
9667,"울산광역시 동구 화문로 70 105동 105호(방어동, 현대비치아파트)",35.48242943,129.4144034,ok
9668,"울산광역시 동구 화문로 70 112동(방어동, 현대비치타운)",35.48242943,129.4144034,ok
9669,"울산광역시 동구 화문로 70 101동 108호(방어동, 현대비치아파트)",35.48242943,129.4144034,ok
9670,"대전광역시 서구 둔산남로 15 109동 102호 (둔산동, 은하수아파트)",36.35002434,127.380073,ok
9671,"대전광역시 서구 둔산남로 15 109동 109호 (둔산동, 은하수아파트)",36.35002434,127.380073,ok
9672,"대전광역시 서구 둔산북로 160 106동 101호 (둔산동, 한마루아파트)",36.35560954,127.39083,ok
9673,"대전광역시 대덕구 비래서로10번길 21 104동104호 (비래동,비래한신휴플러스)",36.35458074,127.4457966,ok
9674,대전광역시 대덕구 비래서로10번길 21 한신휴아파트 관리동1층 (비래동),36.35458074,127.4457966,ok
9675,"대전광역시 대덕구 비래서로10번길 21 101동 112호(비래동, 비래한신휴플러스)",36.35458074,127.4457966,ok
9676,경기도 용인시 처인구 금학로 91 우남퍼스트빌 105동 104호(삼가동 537),37.2401836,127.1739803,ok
9677,경기도 용인시 처인구 금학로 91 우남퍼스트빌 107동 103호(삼가동 537),37.2401836,127.1739803,ok
9678,경기도 용인시 처인구 금학로 91 우남퍼스트빌 105동 103호(삼가동 537),37.2401836,127.1739803,ok
9679,"대전광역시 동구 대전로 935 107동 102호(삼성동, 한밭자이아파트)",36.34181344,127.4234772,ok
9680,대전광역시 동구 대전로 935 관리동 1층 (삼성동),36.34181344,127.4234772,ok
9681,"대전광역시 동구 대전로 935 104동 101호(삼성동, 한밭자이아파트)",36.34181344,127.4234772,ok
9682,"경상남도 양산시 물금읍 신주로 14 103동 102호(범어리, 반도보라빌아파트)",35.33476525,129.0135397,ok
9683,경상남도 양산시 물금읍 신주로 16 반도유보라아파트관리동,35.33372851,129.0126995,ok
9684,"경상남도 양산시 물금읍 신주로 14 104동 102호(범어리, 반도보라빌아파트)",35.33476525,129.0135397,ok
9685,"경기도 수원시 영통구 덕영대로1555번길 20 942동 101호 (영통동, 벽적골롯데아파트)",37.24668949,127.0622463,ok
9686,"경기도 수원시 영통구 덕영대로1555번길 20 944동 111호 (영통동, 벽적골롯데아파트)",37.24668949,127.0622463,ok
9687,"경기도 수원시 영통구 덕영대로1555번길 20 946동 105호 (영통동, 벽적골롯데아파트)",37.24668949,127.0622463,ok
9688,"대전광역시 중구 태평로 65 31동 14호(태평동, 삼부아파트3단지)",36.32328196,127.3923865,ok
9689,"대전광역시 중구 태평로 65 33동 16호(태평동, 삼부아파트)",36.32328196,127.3923865,ok
9690,"대전광역시 중구 태평로 65 34동 12호(태평동, 삼부아파트3단지)",36.32328196,127.3923865,ok
9691,"대전광역시 중구 계룡로 852 29동 107호(오류동, 삼성아파트)",36.32526739,127.406635,ok
9692,"대전광역시 중구 계룡로 852 11동 105호(오류동, 삼성아파트)",36.32526739,127.406635,ok
9693,"대전광역시 중구 계룡로 852 1동 106호(오류동, 삼성아파트)",36.32526739,127.406635,ok
9694,"경기도 수원시 영통구 삼성로 11 201동 102호 (신동, 래미안 영통마크원 2단지)",37.24784585,127.0464358,ok
9695,"경기도 수원시 영통구 삼성로 11 207동 104호 (신동, 래미안 영통마크원 2단지)",37.24784585,127.0464358,ok
9696,"경기도 수원시 영통구 삼성로 11 관리동 (신동, 래미안 영통마크원 2단지)",37.24784585,127.0464358,ok
9697,경상남도 김해시 진영읍 김해대로244번길 10 협성팔레스아파트 101동 101호,35.30577627,128.7160216,ok
9698,"경상남도 김해시 진영읍 김해대로244번길 10 101동 102호(진영리, 협성팔레스타운)",35.30577627,128.7160216,ok
9699,"경상남도 김해시 진영읍 김해대로244번길 4 105동 103호(진영리, 협성팔레스타운)",35.30634788,128.7168996,ok
9700,강원도 원주시 단구로 414 청솔4차아파트 관리동,37.32040757,127.9548001,ok
9701,"강원도 원주시 치악로 1634 103동 104호(단구동, 원흥4차아파트)",37.32888304,127.9601278,ok
9702,"강원도 원주시 치악로 1634 103동 103호(단구동, 원흥4차아파트)",37.32888304,127.9601278,ok
9703,"전북특별자치도 익산시 무왕로32길 85 105동 101호(팔봉동, 기안파인골드빌1차)",35.96375414,127.0155109,ok
9704,"전북특별자치도 익산시 무왕로32길 85 104동 103호(팔봉동, 기안파인골드빌1차)",35.96375414,127.0155109,ok
9705,전북특별자치도 익산시 무왕로32길 85 기안파인골드빌 관리동 보육시설 (팔봉동),35.96375414,127.0155109,ok
9706,전북특별자치도 군산시 경포천로 66 삼성쉐르빌아파트 관리동,35.96472345,126.7245036,ok
9707,전북특별자치도 군산시 경포천로 66 104동 105호(수송공원 삼성쉐르빌),35.96472345,126.7245036,ok
9708,전북특별자치도 군산시 경포천로 66 107동 104호(수송공원 삼성쉐르빌),35.96472345,126.7245036,ok
9709,"경상남도 진주시 진양호로 254 관리동 (평거동, 들말대경아파트)",35.17641341,128.0629576,ok
9710,"경상남도 진주시 진양호로 254 105동 101호(평거동, 들말대경아파트)",35.17641341,128.0629576,ok
9711,"경상남도 진주시 진양호로 254 109동 107호 (평거동, 들말대경아파트)",35.17641341,128.0629576,ok
9712,"인천광역시 남동구 염전로 440 102동 110호(간석동, 간석신동아파밀리에명품아파트)",37.46799754,126.6891608,ok
9713,"인천광역시 남동구 경원대로 943 103동 103호(간석동, 간석신동아파밀리에명품아파트)",37.46679329,126.689896,ok
9714,인천광역시 남동구 경원대로 943 신동아파밀리에명품아파트 관리동(간석동),37.46679329,126.689896,ok
9715,경기도 용인시 수지구 성복2로 126 엘지3차빌리지 관리동 사랑삐아제어린이집,37.31862425,127.0718949,ok
9716,"경기도 용인시 수지구 성복2로 126 302동 103호(성복동, 성동마을엘지빌리지3차아파트)",37.31862425,127.0718949,ok
9717,"경기도 용인시 수지구 성복2로 126 312동 104호(성복동, 성동마을엘지빌리지3차아파트)",37.31862425,127.0718949,ok
9718,"부산광역시 부산진구 동평로 352 108동 101호 (양정동, 현대아파트)",35.17421197,129.0630378,ok
9719,"부산광역시 부산진구 거제대로 37 206동 101호(양정동, 현대2차아파트)",35.17075529,129.0664574,ok
