,정보공시 학교코드,학교명,1학년 학생수,학교도로명 주소,위도,경도
280,S010001594,서울삼성초등학교,56,서울특별시 관악구 대학7길 52,37.468287,126.941004
281,S010001595,서울상도초등학교,132,서울특별시 동작구 성대로21길 62,37.5003462392,126.9372711624
282,S010001596,서울신길초등학교,142,서울특별시 동작구 알마타길 16,37.5100779624,126.9262918534
283,S010001597,서울신남성초등학교,102,서울특별시 동작구 사당로 146,37.489023,126.965034
284,S010001598,서울신림초등학교,85,서울특별시 관악구 문성로28길 31,37.4773,126.92726
285,S010001599,서울신봉초등학교,49,서울특별시 관악구 양녕로6나길 1,37.4855755365,126.9493908208
286,S010001600,서울신상도초등학교,264,서울특별시 동작구 장승배기로 14,37.500323,126.943968
287,S010001601,서울신성초등학교,80,서울특별시 관악구 신림로 114,37.47156,126.936951
288,S010001602,서울신우초등학교,53,서울특별시 관악구 호암로 498,37.4632653184,126.9325366299
289,S010001603,서울영본초등학교,134,서울특별시 동작구 만양로12가길 69,37.5111709262,126.9484732167
290,S010001604,서울영화초등학교,75,서울특별시 동작구 등용로8길 3,37.5089070338,126.9329751321
291,S010001605,서울원당초등학교,23,서울특별시 관악구 봉천로 505,37.4812786624,126.9562497617
292,S010001606,서울원신초등학교,34,서울특별시 관악구 광신길 177,37.467291,126.927331
293,S010001607,서울은로초등학교,128,서울특별시 동작구 서달로 115,37.503762,126.960738
294,S010001608,서울은천초등학교,181,서울특별시 관악구 은천로 69,37.4865852036,126.9426783411
295,S010001609,서울인헌초등학교,159,서울특별시 관악구 낙성대로 23,37.4767532754,126.9598656241
296,S010001610,서울청룡초등학교,60,서울특별시 관악구 관악로5길 61,37.47672482,126.9512825394
297,S010001611,서울행림초등학교,47,서울특별시 동작구 솔밭로 47,37.483017,126.9645288
298,S010001612,서울흑석초등학교,91,서울특별시 동작구 현충로 87,37.508293804,126.9651328752
299,S010001613,중앙대학교사범대학부속초등학교,123,서울특별시 동작구 서달로 135,37.5054521002,126.9596783571
300,S010001733,동북초등학교,129,서울특별시 도봉구 시루봉로 53,37.6550787254,127.0261507392
301,S010001734,상명초등학교,121,서울특별시 노원구 덕릉로 541,37.6487233004,127.0669690112
302,S010001735,서울계상초등학교,69,서울특별시 노원구 한글비석로41가길 24,37.662197408,127.0686766085
303,S010001736,서울공릉초등학교,62,서울특별시 노원구 동일로173길 12,37.6186149755,127.0746306975
304,S010001737,서울공연초등학교,79,서울특별시 노원구 동일로192가길 16,37.627368,127.074873
305,S010001738,서울노원초등학교,51,서울특별시 노원구 동일로230나길 32,37.67323,127.05836
306,S010001739,서울노일초등학교,80,서울특별시 노원구 동일로 1625,37.6737551608,127.0549670382
307,S010001740,서울녹천초등학교,42,서울특별시 노원구 마들로3길 34,37.6285073256,127.0631173366
308,S010001741,서울누원초등학교,124,서울특별시 도봉구 마들로 859-44,37.6872327126,127.049267504
309,S010001742,서울당현초등학교,79,서울특별시 노원구 동일로213길 52,37.6482594353,127.0582116869
310,S010001743,서울도봉초등학교,62,서울특별시 도봉구 도봉로173길 96,37.6799604898,127.0382892301
311,S010001744,서울동일초등학교,102,서울특별시 노원구 한글비석로 566,37.6648142022,127.0541716035
312,S010001745,서울방학초등학교,88,서울특별시 도봉구 도당로9길 34,37.664101,127.032016
313,S010001746,서울백운초등학교,124,서울특별시 도봉구 삼양로146길 17,37.6532035,127.0139875
314,S010001747,서울불암초등학교,100,서울특별시 노원구 중계로 178,37.6507834314,127.0806007324
315,S010001748,서울상경초등학교,122,서울특별시 노원구 수락산로 237,37.6705527662,127.0516730525
316,S010001749,서울상계초등학교,46,서울특별시 노원구 상계로9길 39,37.659625456,127.0664937451
317,S010001750,서울상곡초등학교,85,서울특별시 노원구 노원로38길 34,37.6629038313,127.0620765543
318,S010001751,서울상수초등학교,112,서울특별시 노원구 동일로216길 66,37.651991,127.064846
319,S010001752,서울상원초등학교,74,서울특별시 노원구 한글비석로54길 119,37.6671878,127.0598254
320,S010001753,서울상월초등학교,43,서울특별시 노원구 동일로221길 27,37.65865377,127.0569822399
321,S010001754,서울상천초등학교,73,서울특별시 노원구 덕릉로 443,37.6462846786,127.0578067585
322,S010001755,서울선곡초등학교,130,서울특별시 노원구 광운로2길 1,37.61841,127.05804
323,S010001756,서울수락초등학교,67,서울특별시 노원구 동일로 1745,37.6845019326,127.0551835669
324,S010001757,서울수암초등학교,64,서울특별시 노원구 중계로12길 9,37.648425,127.08154
325,S010001758,서울숭미초등학교,117,서울특별시 도봉구 노해로 179,37.6510238921,127.0279442781
326,S010001759,서울신계초등학교,33,서울특별시 노원구 초안산로 29,37.6305,127.0529
327,S010001760,서울신방학초등학교,55,서울특별시 도봉구 시루봉로 173,37.6666827204,127.0289203557
328,S010001761,서울신상계초등학교,65,서울특별시 노원구 상계로 267,37.6674295866,127.0757359074
329,S010001762,서울신창초등학교,48,서울특별시 도봉구 덕릉로60길 93,37.636567,127.041855
330,S010001763,서울신학초등학교,71,서울특별시 도봉구 방학로 247-21,37.6612199123,127.025722225
331,S010001764,서울신화초등학교,52,서울특별시 도봉구 우이천로 120,37.6331950433,127.0408845141
332,S010001765,서울쌍문초등학교,100,서울특별시 도봉구 우이천로 360,37.6489,127.024422
333,S010001766,서울연지초등학교,52,서울특별시 노원구 월계로55길 48,37.6331907097,127.0595367659
334,S010001767,서울연촌초등학교,81,서울특별시 노원구 공릉로58길 36,37.6344159971,127.0725120576
335,S010001768,서울오봉초등학교,68,서울특별시 도봉구 시루봉로 285,37.672244,127.040476
336,S010001769,서울온곡초등학교,97,서울특별시 노원구 한글비석로52길 59,37.6675399994,127.0659114201
337,S010001770,서울용동초등학교,32,서울특별시 노원구 한글비석로1길 81-11,37.6410853427,127.0690831888
338,S010001771,서울용원초등학교,95,서울특별시 노원구 섬밭로 144,37.6299240206,127.0689414443
339,S010001772,서울원광초등학교,80,서울특별시 노원구 덕릉로76길 18,37.6543118225,127.0749157209
340,S010001773,서울월계초등학교,54,서울특별시 노원구 월계로45가길 10,37.6276197545,127.0501887659
341,S010001774,서울월천초등학교,55,서울특별시 도봉구 노해로70길 96,37.6480462095,127.0517526393
342,S010001775,서울을지초등학교,197,서울특별시 노원구 중계로 239,37.6505901078,127.0730898358
343,S010001776,서울자운초등학교,129,서울특별시 도봉구 마들로13길 166,37.6580095888,127.046682422
344,S010001777,서울중계초등학교,143,서울특별시 노원구 한글비석로19길 39,37.657841077,127.0733100011
345,S010001778,서울중원초등학교,60,서울특별시 노원구 섬밭로 316,37.6439828328,127.0627678444
346,S010001779,서울중평초등학교,221,서울특별시 노원구 섬밭로 241,37.637534746,127.0639633756
347,S010001780,서울중현초등학교,12,서울특별시 노원구 섬밭로 181,37.6324103,127.066432
348,S010001781,서울창경초등학교,151,서울특별시 도봉구 도봉로129길 54,37.656552,127.034969
349,S010001782,서울창도초등학교,124,서울특별시 도봉구 방학로 32-28,37.6641354114,127.0487852808
350,S010001783,서울창동초등학교,73,서울특별시 도봉구 해등로16길 81,37.6553614195,127.0448313029
351,S010001784,서울창림초등학교,139,서울특별시 도봉구 덕릉로63길 46,37.643235367,127.0416061127
352,S010001785,서울창원초등학교,51,서울특별시 도봉구 해등로 103,37.652516,127.04056
353,S010001786,서울창일초등학교,141,서울특별시 도봉구 노해로66길 84,37.6476587221,127.047627773
354,S010001787,서울청계초등학교,44,서울특별시 노원구 공릉로 431,37.6450333392,127.0661408079
355,S010001788,서울초당초등학교,142,서울특별시 도봉구 해등로32길 11,37.658421,127.022382
356,S010001789,서울태랑초등학교,131,서울특별시 노원구 화랑로51나길 31,37.6262513725,127.0906018331
357,S010001790,서울태릉초등학교,122,서울특별시 노원구 노원로1길 36,37.623102043,127.0850610892
358,S010001791,서울한천초등학교,142,서울특별시 노원구 마들로 45,37.620167,127.069042
359,S010001792,청원초등학교,122,서울특별시 노원구 한글비석로 506,37.665317,127.061327
360,S010001793,태강삼육초등학교,128,서울특별시 노원구 화랑로 815,37.641795,127.110518
361,S010001794,한신초등학교,114,서울특별시 도봉구 노해로49길 69,37.653226,127.032803
362,S010001795,화랑초등학교,115,서울특별시 노원구 화랑로 621,37.6287825674,127.0889917354
363,S010001966,경기초등학교,96,서울특별시 서대문구 경기대로9길 10,37.5651102007,126.9628607621
364,S010001967,명지초등학교,120,서울특별시 서대문구 명지2길 32-20,37.583629488,126.9282301127
365,S010001968,서울갈현초등학교,165,서울특별시 은평구 연서로29길 31,37.619314,126.916511
366,S010001969,서울고은초등학교,88,서울특별시 서대문구 모래내로 441,37.5850003126,126.9439751653
367,S010001970,서울공덕초등학교,134,서울특별시 마포구 만리재옛길 13,37.5458044265,126.95482249
368,S010001971,서울구산초등학교,156,서울특별시 은평구 서오릉로15길 16,37.6123002533,126.9091024987
369,S010001972,서울금화초등학교,72,서울특별시 서대문구 통일로 165,37.5682696,126.9633164
370,S010001973,서울녹번초등학교,118,서울특별시 은평구 녹번로1길 1,37.6045850144,126.9257457139
371,S010001974,서울대신초등학교,28,서울특별시 서대문구 이화여대2길 27,37.5577020191,126.9480382837
372,S010001975,서울대은초등학교,22,서울특별시 은평구 통일로69길 12-15,37.6121245969,126.9259103721
373,S010001976,서울대조초등학교,134,서울특별시 은평구 연서로18길 17,37.6132233,126.9195423
374,S010001977,서울동교초등학교,131,서울특별시 마포구 월드컵로25길 86,37.558429,126.902539
375,S010001978,서울마포초등학교,135,서울특별시 마포구 도화2길 64,37.5386016165,126.9498166477
376,S010001979,서울망원초등학교,47,서울특별시 마포구 방울내로5길 28,37.5608901088,126.9007623937
377,S010001980,서울미동초등학교,41,서울특별시 서대문구 충정로 52,37.563267,126.965794
378,S010001981,서울북가좌초등학교,197,서울특별시 서대문구 거북골로19길 20,37.57785,126.907656
379,S010001982,서울북성초등학교,186,서울특별시 서대문구 북아현로1나길 22,37.5596317628,126.9518352535
380,S010001983,서울북한산초등학교,17,서울특별시 은평구 대서문길 42-3,37.6536332557,126.9504645984
381,S010001984,서울불광초등학교,121,서울특별시 은평구 불광로 51,37.6134285463,126.930720412
382,S010001985,서울상신초등학교,96,서울특별시 은평구 가좌로 361,37.597953428,126.9052019311
383,S010001986,서울상암초등학교,72,서울특별시 마포구 월드컵북로 353,37.5763366011,126.8923420937
384,S010001987,서울서강초등학교,178,서울특별시 마포구 독막로 113,37.5486952599,126.9268966105
385,S010001988,서울서교초등학교,73,서울특별시 마포구 와우산로23길 20-27,37.554941,126.924899
386,S010001989,서울성산초등학교,121,서울특별시 마포구 양화로3길 94,37.55355,126.91116
387,S010001990,서울성서초등학교,83,서울특별시 마포구 성미산로7길 24,37.5606247065,126.9114515736
388,S010001991,서울성원초등학교,54,서울특별시 마포구 월드컵로36길 34,37.5669771899,126.9050872612
389,S010001992,서울소의초등학교,72,서울특별시 마포구 마포대로24길 42,37.5527802434,126.9606578163
390,S010001993,서울수색초등학교,54,서울특별시 은평구 수색로16길 21,37.5851732294,126.8960112279
391,S010001994,서울신도초등학교,141,서울특별시 은평구 진관1로 77-23,37.6329394193,126.9291978017
392,S010001995,서울신북초등학교,116,서울특별시 마포구 월드컵북로38길 26,37.5711039693,126.9053627531
393,S010001996,서울신사초등학교,48,서울특별시 은평구 가좌로 275-2,37.592835,126.912358
394,S010001997,서울신석초등학교,120,서울특별시 마포구 대흥로 33,37.543916,126.93782
395,S010001998,서울아현초등학교,106,서울특별시 마포구 굴레방로 6,37.5558312701,126.9562424291
